price,quantity
14.77818031,14.22774994
13.98074228,14.13525207
13.43266507,14.00345302
13.32571016,13.91435539
13.37997264,13.88653659
13.64271953,13.89397076
16.76443128,13.87647196
19.3696005,13.24322036
21.30318222,11.88694309
21.62671679,10.89962205
21.61876804,10.17510428
21.27924199,9.75649158
21.19726456,9.50979019
21.30945484,9.56868345
21.22986726,10.04643439
22.15666674,10.35180869
23.78055801,10.30312781
24.22349319,10.15021038
24.39094655,9.98952196
23.73490735,10.36730028
22.82491224,10.84497549
21.31558322,11.48005423
19.35527021,12.00645501
17.34265226,12.19684361
19.41762904,11.86910286
18.59195552,11.96657398
17.98688594,11.98750144
17.90160196,11.91726154
18.07568957,11.81392262
18.49340316,11.68173523
21.86566062,10.79178706
24.62889576,9.23845868
26.54120451,6.69814306
26.71950115,5.1876568
26.60263431,4.52538354
26.3249645,4.63709301
26.292677,4.74529925
26.30257829,5.08910674
26.00759668,6.29243109
26.31393549,6.81930728
27.21540679,6.16403968
27.21756799,6.38679667
27.04826075,6.77542106
26.13030908,8.18105303
24.92201256,9.27975668
23.0180751,10.56600479
20.64088194,11.60949477
18.24632576,12.18565035
18.75649792,12.16318265
17.72921506,12.35786327
16.92131252,12.4728465
16.72799104,12.45635384
16.81133396,12.40787085
17.10938484,12.361585
20.30859841,11.8067402
22.96594391,10.67323018
24.88565301,8.82128914
25.24425044,7.81979169
25.26166426,7.36287226
24.95307211,7.45876743
24.99468248,7.49579467
25.19972243,7.61081094
25.08820343,8.12506545
25.4758644,8.25830501
26.57805341,7.54501147
26.81072429,7.17424174
26.89312175,6.9888936
26.24680872,7.95379846
25.32890209,8.73002277
23.74920208,9.83098425
21.65621652,10.74121177
19.48351733,11.26814318
20.13274862,11.12098973
19.31676977,11.23629109
18.69564945,11.28668523
18.52508351,11.27469927
18.54299645,11.26449142
18.71053363,11.27805959
21.65687724,10.69876599
24.00946467,9.6547086
25.61374293,8.23696059
25.67322325,7.64049699
25.51491961,7.23275909
25.13270785,7.30927253
24.98724808,7.51160727
24.91743499,7.9138143
24.51962187,8.6498516
24.68344907,9.04332821
25.49838423,8.80815671
25.4908316,8.92856769
25.42319247,9.00760613
24.63987485,9.65743134
23.71001139,10.26973779
22.21221796,10.97881556
20.29301937,11.57981045
18.27392116,11.87085752
18.95852859,11.7320009
18.12793874,11.8091854
17.45408613,11.85472255
17.26189583,11.84331044
17.29641921,11.82404685
17.52442915,11.81480681
20.56444633,11.33906837
23.08242964,10.36597834
24.85375916,8.80755199
24.93855772,7.87256223
24.77140882,7.0812769
24.43816101,6.75132922
24.3228062,6.78057622
24.21828167,7.2275998
23.83533413,8.3147852
24.24709453,8.9985228
25.53257595,8.60187433
25.76630812,8.5082142
25.83712518,8.42596365
25.17057524,8.96419763
24.31630346,9.56368552
22.75942524,10.41922974
20.70949634,11.14969145
18.58488874,11.53692709
16.80615683,11.58388695
16.05982039,11.53929372
15.4592339,11.49447449
15.29753028,11.45573741
15.32766346,11.44196431
15.54217882,11.45591991
18.13040242,11.54021486
20.25425512,11.19279762
